id,age,avg_salary,government_employee,highest_education,employment_type,len_employment,study_status,size_of_company,investments,investments_value,property_owned_value,reported_monthly_income,total_existing_debt,housing_status,credit_history,loan_amount,loan_term,monthly_payment,stability_income,total_stable_income_monthly,core_net_worth,ratio_income_debt,ratio_debt_net_worth,ratio_payment_to_income,age_young,age_prime,age_senior,age_old,ratio_income_to_avg_salary,mortgage_end_age,years_of_mortgage_after_retirement,defaulted,loan_approved
564,55,29750.0,no,basic,temporary,10,no,54,yes,7600613.0,0,15200,0.0,rent,bad,1293615,24,4523.0,0.52055,13742.0,7646213.0,0.0,0.0,0.4,0,0,1,0,0.17,79,14,0.8614,6e-05
565,54,29750.0,no,high_school,freelancer,16,no,1,no,0.0,0,29400,0.0,rent,bad,1909143,22,7278.0,0.56164,26822.0,88200.0,0.0,0.0,0.27,0,0,1,0,0.68,76,11,0.6106,6e-05
566,37,29750.0,no,high_school,freelancer,4,no,1,no,0.0,0,21100,0.0,rent,bad,1647904,28,4945.0,0.56164,19250.0,63300.0,0.0,0.0,0.24,0,1,0,0,0.47,65,0,0.6658,0.0003
567,64,29750.0,no,high_school,permanent,27,no,11712,no,0.0,0,20700,0.0,rent,bad,2769461,30,7761.0,0.65753,19282.0,62100.0,0.0,0.0,0.55,0,0,0,1,0.47,94,29,0.8441,0.0
568,50,29750.0,no,bachelor,permanent,15,no,1727,yes,0.0,1737892,24300,1103568.0,mortgage,excellent,1333306,9,12378.0,0.72603,22969.0,707224.0,0.87,0.92,0.78,0,0,1,0,0.58,59,-6,0.331,4e-05
569,44,29750.0,yes,bachelor,permanent,19,no,8982,yes,0.0,10011442,117600,2408766.0,mortgage,excellent,14392778,33,36698.0,0.87671,114700.0,7955476.0,0.79,0.84,0.38,0,0,1,0,0.87,77,12,0.2452,0.17739
570,30,29750.0,no,bachelor,permanent,2,no,3826,yes,0.0,10678000,56200,3442740.0,own,excellent,1162899,3,32332.0,0.73973,53275.0,7403860.0,0.9,0.86,0.85,0,1,0,0,0.81,33,-32,0.2601,4e-05
571,62,29750.0,no,bachelor,permanent,12,no,25352,yes,0.0,6874564,107800,3514102.0,mortgage,excellent,11626204,22,44324.0,0.67123,100712.0,3683862.0,0.83,0.9,0.63,0,0,0,1,0.85,84,19,0.2859,0.00036
572,63,29750.0,no,bachelor,permanent,21,no,24414,no,0.0,0,36000,0.0,rent,fair,2659127,29,7706.0,0.68493,33731.0,108000.0,0.0,0.0,0.18,0,0,0,1,0.77,92,27,0.3299,0.01156
573,56,29750.0,yes,high_school,permanent,31,no,24291,no,0.0,0,23700,0.0,rent,fair,2841616,24,9936.0,0.78082,22661.0,71100.0,0.0,0.0,0.63,0,0,1,0,0.57,80,15,0.5347,0.00038
574,51,29750.0,yes,basic,permanent,20,no,38204,no,0.0,0,20700,0.0,rent,bad,1433155,9,13305.0,0.73973,19622.0,62100.0,0.0,0.0,0.91,0,0,1,0,0.48,60,-5,1.0476,0.0
575,37,29750.0,no,bachelor,temporary,15,no,1,no,0.0,0,14900,0.0,rent,bad,1336299,35,3214.0,0.65753,13879.0,44700.0,0.0,0.0,0.19,0,1,0,0,0.2,72,7,0.7302,0.00011
576,53,29750.0,no,basic,freelancer,34,no,1,no,0.0,0,14900,0.0,rent,bad,214715,6,2987.0,0.34247,12941.0,44700.0,0.0,0.0,0.18,0,0,1,0,0.08,59,-6,0.7659,0.0003
577,54,29750.0,no,bachelor,permanent,0,no,29138,yes,0.0,80404698,238000,35611047.0,mortgage,excellent,36126305,32,94965.0,0.67123,222351.0,45507651.0,0.99,0.89,0.61,0,0,1,0,0.97,86,21,0.2859,0.00018
578,53,29750.0,yes,high_school,permanent,29,no,18676,no,0.0,0,26000,0.0,rent,fair,507336,2,21152.0,0.87671,25359.0,78000.0,0.0,0.0,0.96,0,0,1,0,0.65,55,-10,0.6361,2e-05
579,47,29750.0,yes,phd,permanent,19,no,29274,yes,27612238.0,8757367,186300,5827231.0,mortgage,excellent,3633305,3,101016.0,0.94521,184259.0,31101274.0,0.82,0.81,0.79,0,0,1,0,0.93,50,-15,0.2951,4e-05
580,36,29750.0,no,basic,temporary,3,no,91,no,0.0,0,23200,0.0,rent,bad,1801326,18,8384.0,0.52055,20975.0,69600.0,0.0,0.0,0.55,0,1,0,0,0.52,54,-11,0.8268,3e-05
581,50,29750.0,no,phd,permanent,10,no,27435,yes,0.0,12050893,238000,313307.0,mortgage,excellent,25907557,20,108584.0,0.80822,228871.0,12451586.0,0.74,0.76,0.7,0,0,1,0,0.99,70,5,0.2696,0.00292
582,51,29750.0,no,high_school,temporary,10,no,51,no,0.0,0,25300,0.0,rent,bad,400882,4,8362.0,0.65753,23567.0,75900.0,0.0,0.0,0.45,0,0,1,0,0.6,55,-10,0.7417,0.0003
583,41,29750.0,yes,high_school,permanent,17,no,25886,no,0.0,0,22600,0.0,rent,fair,240386,3,6683.0,0.86301,21981.0,67800.0,0.0,0.0,0.34,0,0,1,0,0.55,44,-21,0.4348,0.48817
584,45,29750.0,no,basic,temporary,25,no,11,no,0.0,0,22900,0.0,rent,bad,1524695,24,5331.0,0.53425,20767.0,68700.0,0.0,0.0,0.24,0,0,1,0,0.51,69,4,0.652,0.00023
585,62,29750.0,no,bachelor,permanent,1,no,18808,no,0.0,0,14900,0.0,rent,bad,1509827,34,3738.0,0.61644,13757.0,44700.0,0.0,0.0,0.27,0,0,0,1,0.17,96,31,0.7866,0.0
586,23,29750.0,no,bachelor,temporary,1,yes,6,no,0.0,0,16363,0.0,rent,bad,2257219,30,6325.0,0.50685,14749.0,49088.0,0.0,0.0,0.61,1,0,0,0,0.3,53,-12,0.9372,0.0
587,33,29750.0,yes,basic,permanent,9,no,33275,no,0.0,0,14900,0.0,rent,bad,1611809,35,3877.0,0.75342,14165.0,44700.0,0.0,0.0,0.28,0,1,0,0,0.23,68,3,0.7716,0.00023
588,57,29750.0,yes,bachelor,permanent,36,no,2837,yes,0.0,29616633,98300,8176664.0,mortgage,excellent,4091938,29,11859.0,0.78082,93991.0,21734869.0,0.94,0.84,0.02,0,0,1,0,0.85,86,21,0.2113,0.04514
589,34,29750.0,no,high_school,permanent,2,no,4524,yes,0.0,2808702,20000,1146983.0,mortgage,fair,1361666,24,4761.0,0.71233,18849.0,1721719.0,0.9,0.88,0.23,0,1,0,0,0.45,58,-7,0.6733,0.4706
590,52,29750.0,no,bachelor,permanent,30,no,5973,no,0.0,0,14900,0.0,rent,fair,899395,25,3020.0,0.65753,13879.0,44700.0,0.0,0.0,0.16,0,0,1,0,0.2,77,12,0.4456,0.09226
591,38,29750.0,no,bachelor,permanent,9,no,15012,no,0.0,0,25900,0.0,rent,fair,426608,4,8898.0,0.78082,24765.0,77700.0,0.0,0.0,0.46,0,1,0,0,0.63,42,-23,0.4607,0.48518
592,58,29750.0,yes,basic,permanent,38,no,28352,no,0.0,0,21100,0.0,rent,bad,348537,2,14531.0,0.64384,19597.0,63300.0,0.0,0.0,0.94,0,0,1,0,0.48,60,-5,1.0649,0.0
593,64,29750.0,yes,master,permanent,34,no,36308,yes,434854478.0,35343000,148500,13963616.0,rent,excellent,4747602,4,99027.0,0.75342,141177.0,456679363.0,0.96,0.76,0.92,0,0,0,1,0.89,68,3,0.3545,3e-05
594,56,29750.0,no,bachelor,permanent,13,no,38146,yes,0.0,11114000,73600,0.0,own,excellent,3050440,10,25495.0,0.75342,69970.0,11334800.0,0.0,0.0,0.47,0,0,1,0,0.82,66,1,0.1252,0.73367
595,51,29750.0,no,high_school,permanent,29,no,17847,no,0.0,0,26200,0.0,rent,fair,1929542,13,12416.0,0.73973,24836.0,78600.0,0.0,0.0,0.73,0,0,1,0,0.63,64,-1,0.5578,2e-05
596,18,29750.0,no,high_school,permanent,0,no,37363,yes,0.0,808821,14900,730522.0,mortgage,bad,1391623,33,3548.0,0.60274,13716.0,122999.0,0.88,0.99,0.24,1,0,0,0,0.16,51,-14,1.1907,0.00029
597,37,29750.0,yes,bachelor,permanent,13,no,38028,yes,3841651.0,777405,14900,775083.0,mortgage,excellent,731114,32,1922.0,0.94521,14737.0,3888672.0,0.88,0.81,0.02,0,1,0,0,0.29,69,4,0.2491,0.72209
598,39,29750.0,yes,bachelor,permanent,13,no,24939,yes,0.0,2088414,35100,445014.0,mortgage,excellent,468380,3,13022.0,0.94521,34715.0,1748700.0,0.77,0.83,0.5,0,1,0,0,0.77,42,-23,0.2667,0.94047
599,42,29750.0,no,master,temporary,22,no,77,yes,66283241.0,30816000,174100,0.0,own,excellent,2399531,6,33386.0,0.72603,164560.0,97621541.0,0.0,0.0,0.13,0,0,1,0,0.91,48,-17,0.0833,0.9944
600,39,29750.0,no,high_school,permanent,17,no,32980,yes,0.0,1056566,21400,427037.0,mortgage,excellent,1551847,22,5916.0,0.78082,20462.0,693729.0,0.79,0.87,0.31,0,1,0,0,0.51,61,-4,0.2659,0.94796
601,45,29750.0,no,high_school,freelancer,8,no,1,yes,0.0,3450012,36300,709744.0,mortgage,excellent,2515773,14,15037.0,0.53425,32919.0,2849168.0,0.79,0.83,0.67,0,0,1,0,0.76,59,-6,0.2914,0.00388
602,59,29750.0,yes,high_school,permanent,30,no,33449,no,0.0,0,15200,0.0,rent,bad,745822,7,8897.0,0.78082,14534.0,45600.0,0.0,0.0,0.86,0,0,1,0,0.28,66,1,1.0879,0.0
603,52,29750.0,no,bachelor,freelancer,27,no,1,yes,23386800.0,10693625,94800,8009856.0,mortgage,excellent,9198833,18,42813.0,0.60274,87268.0,26354968.0,0.95,0.84,0.72,0,0,1,0,0.84,70,5,0.3048,3e-05
604,49,29750.0,no,basic,temporary,20,no,47,no,0.0,0,23000,0.0,rent,bad,705870,8,7370.0,0.53425,20858.0,69000.0,0.0,0.0,0.45,0,0,1,0,0.52,57,-8,0.7694,0.0003
605,34,29750.0,no,high_school,permanent,11,no,23148,no,0.0,0,19700,0.0,rent,bad,1007316,6,14015.0,0.78082,18836.0,59100.0,0.0,0.0,0.94,0,1,0,0,0.45,40,-25,1.0752,0.0
606,33,29750.0,no,high_school,permanent,9,no,1394,yes,0.0,1546963,14900,245463.0,mortgage,fair,1673521,26,5405.0,0.72603,14084.0,1346200.0,0.78,0.81,0.51,0,1,0,0,0.22,59,-6,0.7777,0.00232
607,38,29750.0,no,bachelor,freelancer,9,no,1,yes,0.0,7212610,86300,7139998.0,mortgage,excellent,3399212,10,28410.0,0.61644,79680.0,331512.0,0.95,1.0,0.45,0,1,0,0,0.83,48,-17,0.2785,0.9382
608,40,29750.0,no,basic,temporary,22,no,36,no,0.0,0,20400,0.0,rent,bad,847933,6,11798.0,0.53425,18500.0,61200.0,0.0,0.0,0.88,0,0,1,0,0.44,46,-19,1.0442,0.0
609,44,29750.0,no,high_school,freelancer,25,no,1,no,0.0,0,26100,0.0,rent,bad,1225813,14,7327.0,0.57534,23883.0,78300.0,0.0,0.0,0.35,0,0,1,0,0.61,58,-7,0.6808,0.0003
610,52,29750.0,no,bachelor,temporary,22,no,58,no,0.0,0,14900,0.0,rent,bad,1549247,18,7210.0,0.69863,14002.0,44700.0,0.0,0.0,0.75,0,0,1,0,0.21,70,5,1.0488,0.0
611,64,29750.0,no,high_school,permanent,5,no,25412,no,0.0,0,15100,0.0,rent,bad,790784,23,2885.0,0.61644,13942.0,45300.0,0.0,0.0,0.14,0,0,0,1,0.2,87,22,0.7015,1e-05
612,40,29750.0,no,high_school,permanent,2,no,32297,no,0.0,0,35300,0.0,rent,bad,612589,2,25540.0,0.67123,32979.0,105900.0,0.0,0.0,0.95,0,0,1,0,0.76,42,-23,0.974,0.0
613,61,29750.0,no,master,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,8,1044.0,0.32877,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,69,4,2.0,0.0
614,40,29750.0,no,master,permanent,10,no,23117,yes,0.0,7145000,67400,1089656.0,own,excellent,6011359,35,14460.0,0.78082,64445.0,6257544.0,0.78,0.81,0.17,0,0,1,0,0.82,75,10,0.1774,0.3592
615,53,29750.0,no,high_school,permanent,11,no,347,no,0.0,0,25300,0.0,rent,bad,1200962,9,11150.0,0.68493,23706.0,75900.0,0.0,0.0,0.69,0,0,1,0,0.6,62,-3,0.8798,3e-05
616,28,29750.0,no,bachelor,temporary,1,no,35,yes,0.0,9562722,106600,5122091.0,mortgage,excellent,3857191,16,20184.0,0.68493,99883.0,4760431.0,0.87,0.9,0.13,0,1,0,0,0.85,44,-21,0.2234,0.95629
617,42,29750.0,no,basic,temporary,10,no,73,no,0.0,0,16200,0.0,rent,bad,685860,8,7161.0,0.52055,14647.0,48600.0,0.0,0.0,0.72,0,0,1,0,0.29,50,-15,1.0039,0.0
618,40,29750.0,no,high_school,permanent,2,no,32655,no,0.0,0,25800,0.0,rent,bad,2383732,12,16612.0,0.67123,24104.0,77400.0,0.0,0.0,0.91,0,0,1,0,0.61,52,-13,1.0028,0.0
619,54,29750.0,yes,master,permanent,38,no,34387,yes,0.0,13656375,173000,13295908.0,mortgage,excellent,1051267,1,87633.0,0.83562,167312.0,879467.0,0.93,1.0,0.76,0,0,1,0,0.91,55,-10,0.3113,4e-05
620,33,29750.0,no,high_school,permanent,0,no,8010,yes,0.0,1141523,21600,163070.0,mortgage,excellent,2572358,32,6762.0,0.68493,20239.0,1043253.0,0.76,0.8,0.4,0,1,0,0,0.5,65,0,0.2725,0.94552
621,30,29750.0,yes,high_school,permanent,8,no,14800,no,0.0,0,19800,0.0,rent,bad,1078339,24,3771.0,0.89041,19366.0,59400.0,0.0,0.0,0.11,0,1,0,0,0.47,54,-11,0.5911,0.00031
622,43,29750.0,yes,high_school,permanent,19,no,4654,no,0.0,0,29300,0.0,rent,fair,1633554,21,6522.0,0.84932,28417.0,87900.0,0.0,0.0,0.18,0,0,1,0,0.71,64,-1,0.3428,0.49288
623,28,29750.0,yes,high_school,permanent,6,no,7727,no,0.0,0,17600,0.0,rent,bad,634446,18,2953.0,0.87671,17166.0,52800.0,0.0,0.0,0.08,0,1,0,0,0.39,46,-19,0.6014,0.00031
624,59,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,23,365.0,0.35616,0.0,0.0,0.0,0.0,0.99,0,0,1,0,0.0,82,17,2.0,0.0
625,22,29750.0,yes,high_school,permanent,1,yes,20826,no,0.0,0,7438,0.0,rent,bad,581013,35,1398.0,0.76712,7091.0,22312.0,0.0,0.0,0.12,1,0,0,0,0.08,57,-8,0.7314,0.0
626,51,29750.0,no,bachelor,temporary,26,no,70,yes,0.0,2727000,14900,0.0,own,excellent,548743,9,5094.0,0.69863,14002.0,2771700.0,0.0,0.0,0.47,0,0,1,0,0.21,60,-5,0.164,0.97726
627,58,29750.0,no,basic,freelancer,17,no,1,no,0.0,0,15200,0.0,rent,bad,2112934,32,5554.0,0.42466,13451.0,45600.0,0.0,0.0,0.58,0,0,1,0,0.12,90,25,0.9821,0.0
628,55,29750.0,no,master,permanent,23,no,39728,yes,201924191.0,23529000,170500,8092887.0,own,excellent,14364826,11,109178.0,0.79452,163493.0,217871804.0,0.87,0.76,0.9,0,0,1,0,0.91,66,1,0.2529,3e-05
629,20,29750.0,no,basic,temporary,3,no,2,no,0.0,0,14900,0.0,rent,bad,1131755,13,7283.0,0.34247,12941.0,44700.0,0.0,0.0,0.81,1,0,0,0,0.08,33,-32,1.1282,0.0
630,33,29750.0,no,master,permanent,2,no,27808,yes,5593314.0,38871000,144500,0.0,own,excellent,15892201,26,51326.0,0.78082,138166.0,44897814.0,0.0,0.0,0.49,0,1,0,0,0.88,59,-6,0.1235,0.97737
631,31,29750.0,no,high_school,permanent,7,no,26061,no,0.0,0,15300,0.0,rent,bad,1717582,35,4132.0,0.75342,14545.0,45900.0,0.0,0.0,0.3,0,1,0,0,0.28,66,1,0.7659,0.00023
632,62,29750.0,no,high_school,permanent,39,no,21200,yes,0.0,2730522,22500,9222.0,mortgage,excellent,1400134,27,4356.0,0.56164,20527.0,2788800.0,0.74,0.74,0.15,0,0,0,1,0.51,89,24,0.2342,0.04496
633,56,29750.0,no,bachelor,freelancer,6,no,1,yes,0.0,9493420,106500,7198209.0,mortgage,excellent,10969233,14,65562.0,0.56164,97163.0,2614711.0,0.92,0.96,0.9,0,0,1,0,0.85,70,5,0.3315,3e-05
634,52,29750.0,no,high_school,freelancer,27,no,1,no,0.0,0,34300,0.0,rent,bad,697556,2,29083.0,0.57534,31387.0,102900.0,0.0,0.0,0.97,0,0,1,0,0.74,54,-11,0.9924,0.0
635,39,29750.0,no,high_school,freelancer,0,no,1,no,0.0,0,23300,0.0,rent,bad,2718635,23,9917.0,0.53425,21130.0,69900.0,0.0,0.0,0.69,0,1,0,0,0.53,62,-3,0.9039,3e-05
636,31,29750.0,no,basic,freelancer,4,no,1,no,0.0,0,14900,0.0,rent,bad,1657637,28,4974.0,0.42466,13185.0,44700.0,0.0,0.0,0.5,0,1,0,0,0.09,59,-6,0.9464,0.0003
637,27,29750.0,no,high_school,permanent,7,no,4598,no,0.0,0,30300,0.0,rent,fair,3392289,34,8398.0,0.73973,28723.0,90900.0,0.0,0.0,0.32,0,1,0,0,0.71,61,-4,0.3932,0.48913
638,48,29750.0,yes,basic,permanent,26,no,1393,yes,0.0,3075706,17700,388482.0,mortgage,excellent,891567,13,5737.0,0.71233,16682.0,2740324.0,0.8,0.8,0.42,0,0,1,0,0.38,61,-4,0.2877,0.94425
639,54,29750.0,no,basic,freelancer,10,no,1,no,0.0,0,28900,0.0,rent,bad,4351535,32,11439.0,0.42466,25575.0,86700.0,0.0,0.0,0.65,0,0,1,0,0.65,86,21,0.8395,0.0
640,61,29750.0,no,phd,freelancer,17,no,1,yes,0.0,89964000,238000,62121129.0,own,excellent,11329499,12,78955.0,0.56164,217134.0,28556871.0,1.0,0.94,0.47,0,0,0,1,0.95,73,8,0.2206,0.35258
641,62,29750.0,yes,bachelor,permanent,41,no,32412,yes,161750447.0,7325928,77700,5516084.0,mortgage,excellent,9293939,24,32498.0,0.72603,73443.0,163793391.0,0.92,0.76,0.64,0,0,0,1,0.83,86,21,0.2885,0.00018
642,30,29750.0,no,high_school,permanent,10,no,8791,no,0.0,0,19200,0.0,rent,bad,2160841,30,6055.0,0.76712,18306.0,57600.0,0.0,0.0,0.4,0,1,0,0,0.43,60,-5,0.7716,0.0003
643,22,29750.0,no,bachelor,permanent,0,yes,4960,no,0.0,0,16363,0.0,rent,bad,1040963,12,7254.0,0.61644,15107.0,49088.0,0.0,0.0,0.7,1,0,0,0,0.31,34,-31,0.9855,0.0
644,36,29750.0,no,high_school,temporary,2,no,54,yes,0.0,2377410,25800,1786777.0,mortgage,fair,1726432,34,4274.0,0.65753,24033.0,668033.0,0.92,0.96,0.08,0,1,0,0,0.61,70,5,0.607,0.35533
645,31,29750.0,no,high_school,temporary,6,no,54,no,0.0,0,23300,0.0,rent,bad,856263,21,3419.0,0.68493,21832.0,69900.0,0.0,0.0,0.05,0,1,0,0,0.54,52,-13,0.5324,0.00031
646,19,29750.0,yes,high_school,permanent,0,yes,37758,no,0.0,0,7438,0.0,rent,bad,964338,26,3114.0,0.73973,7050.0,22312.0,0.0,0.0,0.63,1,0,0,0,0.07,45,-20,1.0281,0.0
647,20,29750.0,no,basic,freelancer,3,no,1,no,0.0,0,20600,0.0,rent,bad,100000,1,8336.0,0.32877,17835.0,61800.0,0.0,0.0,0.68,1,0,0,0,0.42,21,-44,0.9361,3e-05
648,64,29750.0,no,high_school,temporary,23,no,36,no,0.0,0,36900,0.0,rent,bad,2993340,14,17891.0,0.58904,33867.0,110700.0,0.0,0.0,0.77,0,0,0,1,0.77,78,13,0.8671,0.0
649,18,29750.0,no,basic,freelancer,1,yes,1,no,0.0,0,7438,0.0,rent,bad,394246,19,1739.0,0.32877,6439.0,22312.0,0.0,0.0,0.27,1,0,0,0,0.05,37,-28,0.828,0.0
650,41,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,1516,0.0,rent,bad,140174,28,421.0,0.38356,1329.0,4548.0,0.0,0.0,0.37,0,0,1,0,0.04,69,4,0.8889,0.00023
651,43,29750.0,no,bachelor,freelancer,19,no,1,yes,0.0,14167271,109400,3345604.0,mortgage,excellent,10839935,24,37904.0,0.58904,100408.0,11149867.0,0.82,0.84,0.5,0,0,1,0,0.85,67,2,0.2649,0.7052
652,65,29750.0,no,high_school,permanent,14,no,4580,yes,0.0,2700089,27800,2051529.0,mortgage,excellent,101985,1,8501.0,0.63014,25744.0,731960.0,0.93,0.96,0.4,0,0,0,1,0.66,66,1,0.2817,0.706
653,57,29750.0,no,basic,freelancer,20,no,1,no,0.0,0,19500,0.0,rent,bad,839151,31,2276.0,0.43836,17310.0,58500.0,0.0,0.0,0.02,0,0,1,0,0.4,88,23,0.5635,1e-05
654,35,29750.0,yes,bachelor,permanent,11,no,26771,yes,0.0,10333255,64100,1893189.0,mortgage,excellent,2633222,9,24447.0,0.94521,63398.0,8632366.0,0.82,0.82,0.52,0,1,0,0,0.82,44,-21,0.2688,0.0047
655,27,29750.0,no,master,permanent,6,no,2443,yes,1133357.0,715756,14900,590560.0,mortgage,excellent,846035,10,7071.0,0.78082,14247.0,1303253.0,0.85,0.85,0.73,0,1,0,0,0.25,37,-28,0.3452,4e-05
656,32,29750.0,yes,high_school,permanent,9,no,6310,no,0.0,0,18800,0.0,rent,bad,1191851,11,9058.0,0.87671,18336.0,56400.0,0.0,0.0,0.72,0,1,0,0,0.43,43,-22,0.9556,0.0
657,54,29750.0,yes,master,permanent,17,no,18486,yes,0.0,23253000,195400,0.0,own,excellent,20651422,21,82456.0,0.91781,192188.0,23839200.0,0.0,0.0,0.61,0,0,1,0,0.93,75,10,0.133,0.00152
658,24,29750.0,no,basic,permanent,0,no,30792,yes,0.0,901007,14900,59108.0,mortgage,bad,1195848,34,2960.0,0.46575,13308.0,886599.0,0.75,0.78,0.17,1,0,0,0,0.1,58,-7,1.0878,0.00029
659,34,29750.0,no,high_school,freelancer,3,no,1,no,0.0,0,41400,0.0,rent,bad,3078963,30,8628.0,0.56164,37770.0,124200.0,0.0,0.0,0.18,0,1,0,0,0.78,64,-1,0.5244,0.00031
660,65,29750.0,yes,phd,permanent,30,yes,20786,no,0.0,0,7438,0.0,rent,fair,919030,21,3669.0,0.78082,7111.0,22312.0,0.0,0.0,0.75,0,0,0,1,0.08,86,21,0.6835,0.0
661,49,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,9,928.0,0.35616,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0.0,58,-7,2.0,0.0
662,18,29750.0,no,high_school,temporary,0,no,4,no,0.0,0,22400,0.0,rent,bad,2272715,15,12682.0,0.45205,19945.0,67200.0,0.0,0.0,0.88,1,0,0,0,0.49,33,-32,1.027,0.0
663,19,29750.0,no,high_school,permanent,0,yes,12868,no,0.0,0,7438,0.0,rent,bad,373818,26,1207.0,0.60274,6847.0,22312.0,0.0,0.0,0.08,1,0,0,0,0.06,45,-20,0.7153,0.0
664,56,29750.0,no,basic,permanent,14,no,17199,no,0.0,0,25100,0.0,rent,bad,1025272,22,3909.0,0.58904,23037.0,75300.0,0.0,0.0,0.07,0,0,1,0,0.58,78,13,0.5301,6e-05
665,60,29750.0,no,basic,permanent,38,no,10302,no,0.0,0,14900,0.0,rent,bad,433239,4,9037.0,0.42466,13185.0,44700.0,0.0,0.0,0.91,0,0,0,1,0.09,64,-1,1.1822,0.0
666,42,29750.0,no,high_school,temporary,15,no,6,no,0.0,0,21100,0.0,rent,bad,155692,1,12978.0,0.57534,19308.0,63300.0,0.0,0.0,0.9,0,0,1,0,0.47,43,-22,1.0454,0.0
667,62,29750.0,no,high_school,freelancer,3,no,1,yes,0.0,3719247,46000,2502420.0,mortgage,fair,3774625,30,10578.0,0.42466,40707.0,1354827.0,0.9,0.94,0.25,0,0,0,1,0.79,92,27,0.6208,0.01102
668,26,29750.0,no,basic,permanent,1,no,2404,yes,0.0,1762910,14900,422095.0,mortgage,fair,1993185,35,4795.0,0.56164,13594.0,1385515.0,0.82,0.84,0.44,0,1,0,0,0.13,61,-4,0.7842,0.46504
669,45,29750.0,no,bachelor,permanent,2,no,37381,no,0.0,0,48100,0.0,rent,fair,1270144,6,17672.0,0.69863,45201.0,144300.0,0.0,0.0,0.53,0,0,1,0,0.8,51,-14,0.4492,0.00242
670,49,29750.0,no,bachelor,permanent,5,no,19031,no,0.0,0,14900,0.0,rent,fair,228167,4,4759.0,0.72603,14084.0,44700.0,0.0,0.0,0.41,0,0,1,0,0.22,53,-12,0.5312,0.48542
671,29,29750.0,no,high_school,permanent,0,no,2818,yes,0.0,1214781,19200,428499.0,mortgage,fair,719937,14,4303.0,0.67123,17938.0,843882.0,0.8,0.86,0.2,0,1,0,0,0.42,43,-22,0.6471,0.47184
672,20,29750.0,no,high_school,freelancer,0,no,1,no,0.0,0,14900,0.0,rent,bad,466911,6,6496.0,0.43836,13226.0,44700.0,0.0,0.0,0.72,1,0,0,0,0.1,26,-39,1.0695,0.0
673,18,29750.0,yes,basic,permanent,2,yes,19386,no,0.0,0,7438,0.0,rent,bad,485715,33,1238.0,0.63014,6887.0,22312.0,0.0,0.0,0.09,1,0,0,0,0.07,51,-14,0.7176,0.0
674,44,29750.0,no,basic,permanent,11,no,23158,no,0.0,0,20300,0.0,rent,bad,1872134,24,6546.0,0.58904,18632.0,60900.0,0.0,0.0,0.44,0,0,1,0,0.45,68,3,0.7877,0.00023
675,48,29750.0,no,high_school,permanent,1,no,29745,no,0.0,0,33400,0.0,rent,bad,4783450,28,14354.0,0.67123,31204.0,100200.0,0.0,0.0,0.67,0,0,1,0,0.74,76,11,0.8199,1e-05
676,24,29750.0,no,master,permanent,1,no,5653,yes,0.0,6015620,107900,3158900.0,mortgage,excellent,4542656,13,29231.0,0.67123,100805.0,3180420.0,0.82,0.9,0.31,1,0,0,0,0.85,37,-28,0.2431,0.94778
677,62,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,8,1044.0,0.30137,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,70,5,2.0,0.0
678,23,29750.0,no,bachelor,permanent,1,no,1797,yes,453146.0,0,14900,0.0,rent,fair,870855,21,3477.0,0.63014,13798.0,497846.0,0.0,0.0,0.23,1,0,0,0,0.18,44,-21,0.4751,0.49013
679,18,29750.0,no,basic,permanent,2,yes,29676,no,0.0,0,7438,0.0,rent,bad,829968,17,4089.0,0.49315,6684.0,22312.0,0.0,0.0,0.86,1,0,0,0,0.06,35,-30,1.1638,0.0
680,53,29750.0,yes,bachelor,permanent,25,no,1353,no,0.0,0,56200,0.0,rent,excellent,1018319,6,14169.0,0.87671,54814.0,168600.0,0.0,0.0,0.24,0,0,1,0,0.81,59,-6,0.1371,0.98817
681,53,29750.0,no,basic,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,21,399.0,0.21918,0.0,0.0,0.0,0.0,0.99,0,0,1,0,0.0,74,9,2.0,0.0
682,45,29750.0,no,basic,permanent,11,no,6458,no,0.0,0,21800,0.0,rent,fair,2246529,18,10456.0,0.57534,19948.0,65400.0,0.0,0.0,0.76,0,0,1,0,0.49,63,-2,0.5987,2e-05
683,19,29750.0,no,bachelor,temporary,0,no,6,no,0.0,0,14900,0.0,rent,bad,364968,9,3388.0,0.47945,13349.0,44700.0,0.0,0.0,0.23,1,0,0,0,0.11,28,-37,0.7843,0.0003
684,51,29750.0,no,high_school,temporary,14,no,80,yes,10199076.0,0,33700,0.0,rent,fair,4437179,31,12037.0,0.65753,31392.0,10300176.0,0.0,0.0,0.51,0,0,1,0,0.75,82,17,0.4528,0.00023
